Rodada,JogoLocal,JogoData,JogoNumero,JogoTimeA,JogoTimeB,Funcao,Nome,Categoria,Federacao
7,Nilton Santos - Rio de Janeiro - RJ,06/01/2019 16:00:00,66,Flamengo - RJ,Fortaleza - CE,Árbitro Assistente 2,Henrique Neu Ribeiro,AB,SC
7,Nilton Santos - Rio de Janeiro - RJ,06/01/2019 16:00:00,66,Flamengo - RJ,Fortaleza - CE,Quarto Árbitro,Bruno Arleu de Araujo,AB,RJ
7,Nilton Santos - Rio de Janeiro - RJ,06/01/2019 16:00:00,66,Flamengo - RJ,Fortaleza - CE,Árbitro de Vídeo,Rafael Traci,AB,SC
7,Nilton Santos - Rio de Janeiro - RJ,06/01/2019 16:00:00,66,Flamengo - RJ,Fortaleza - CE,Assistente de Árbitro de Vídeo 1,Vinicius Furlan,AB,SP
7,Nilton Santos - Rio de Janeiro - RJ,06/01/2019 16:00:00,66,Flamengo - RJ,Fortaleza - CE,Assistente de Árbitro de Vídeo 2,Carlos Berkenbrock,MTR,SC
7,Nilton Santos - Rio de Janeiro - RJ,06/01/2019 16:00:00,66,Flamengo - RJ,Fortaleza - CE,Observador de VAR,Ricardo Mauricio Ferreira de Almeida,CBF,BR
7,Pituaçu - Salvador - BA,06/01/2019 19:00:00,69,Bahia - BA,Grêmio - RS,Árbitro,Dewson Fernando Freitas da Silva,FIFA,PA
7,Pituaçu - Salvador - BA,06/01/2019 19:00:00,69,Bahia - BA,Grêmio - RS,Árbitro Assistente 1,Fabricio Vilarinho da Silva,FIFA,GO
7,Pituaçu - Salvador - BA,06/01/2019 19:00:00,69,Bahia - BA,Grêmio - RS,Árbitro Assistente 2,Helcio Araujo Neves,AB,PA
7,Pituaçu - Salvador - BA,06/01/2019 19:00:00,69,Bahia - BA,Grêmio - RS,Quarto Árbitro,Marielson Alves Silva,AB,BA
7,Pituaçu - Salvador - BA,06/01/2019 19:00:00,69,Bahia - BA,Grêmio - RS,Analista de Campo,Vidal Cordeiro Lopes,CBF,BA
7,Pituaçu - Salvador - BA,06/01/2019 19:00:00,69,Bahia - BA,Grêmio - RS,Árbitro de Vídeo,Caio Max Augusto Vieira,AB,RN
7,Pituaçu - Salvador - BA,06/01/2019 19:00:00,69,Bahia - BA,Grêmio - RS,Assistente de Árbitro de Vídeo 1,Thiago Duarte Peixoto,AB,SP
7,Pituaçu - Salvador - BA,06/01/2019 19:00:00,69,Bahia - BA,Grêmio - RS,Assistente de Árbitro de Vídeo 2,Flavio Gomes Barroca,AB,RN
7,Pituaçu - Salvador - BA,06/01/2019 19:00:00,69,Bahia - BA,Grêmio - RS,Observador de VAR,Giulliano Bozzano,CBF,MG
7,Nilton Santos - Rio de Janeiro - RJ,06/02/2019 11:00:00,67,Botafogo - RJ,Vasco da Gama - RJ,Árbitro,Vinicius Gonçalves Dias Araujo,AB,SP
7,Nilton Santos - Rio de Janeiro - RJ,06/02/2019 11:00:00,67,Botafogo - RJ,Vasco da Gama - RJ,Árbitro Assistente 1,Marcelo Carvalho Van Gasse,FIFA,SP
7,Nilton Santos - Rio de Janeiro - RJ,06/02/2019 11:00:00,67,Botafogo - RJ,Vasco da Gama - RJ,Árbitro Assistente 2,Alex Ang Ribeiro,AB,SP
7,Nilton Santos - Rio de Janeiro - RJ,06/02/2019 11:00:00,67,Botafogo - RJ,Vasco da Gama - RJ,Quarto Árbitro,João Ennio Sobral,CD,RJ
7,Nilton Santos - Rio de Janeiro - RJ,06/02/2019 11:00:00,67,Botafogo - RJ,Vasco da Gama - RJ,Analista de Campo,Hilton Moutinho Rodrigues,CBF,BR
7,Nilton Santos - Rio de Janeiro - RJ,06/02/2019 11:00:00,67,Botafogo - RJ,Vasco da Gama - RJ,Árbitro de Vídeo,Flavio Rodrigues de Souza,AB,SP
7,Nilton Santos - Rio de Janeiro - RJ,06/02/2019 11:00:00,67,Botafogo - RJ,Vasco da Gama - RJ,Assistente de Árbitro de Vídeo 1,Leandro Bizzio Marinho,AB,SP
7,Nilton Santos - Rio de Janeiro - RJ,06/02/2019 11:00:00,67,Botafogo - RJ,Vasco da Gama - RJ,Assistente de Árbitro de Vídeo 2,Fabricio Porfirio de Moura,AB,SP
7,Nilton Santos - Rio de Janeiro - RJ,06/02/2019 11:00:00,67,Botafogo - RJ,Vasco da Gama - RJ,Observador de VAR,Vayran da Silva Rosa,CBF,SC
7,Arena da Baixada - Curitiba - PR,06/02/2019 16:00:00,70,Athletico Paranaense - PR,Fluminense - RJ,Árbitro,Wagner Reway,FIFA,PB
7,Arena da Baixada - Curitiba - PR,06/02/2019 16:00:00,70,Athletico Paranaense - PR,Fluminense - RJ,Árbitro Assistente 1,Emerson Augusto de Carvalho,FIFA,SP
7,Arena da Baixada - Curitiba - PR,06/02/2019 16:00:00,70,Athletico Paranaense - PR,Fluminense - RJ,Árbitro Assistente 2,Fabio Rodrigo Rubinho,AB,MT
7,Arena da Baixada - Curitiba - PR,06/02/2019 16:00:00,70,Athletico Paranaense - PR,Fluminense - RJ,Quarto Árbitro,Leonardo Ferreira Lima,AB,PR
7,Arena da Baixada - Curitiba - PR,06/02/2019 16:00:00,70,Athletico Paranaense - PR,Fluminense - RJ,Árbitro de Vídeo,Jose Claudio Rocha Filho,AB,SP
7,Arena da Baixada - Curitiba - PR,06/02/2019 16:00:00,70,Athletico Paranaense - PR,Fluminense - RJ,Assistente de Árbitro de Vídeo 1,Marcio Henrique de Gois,CD,SP
7,Arena da Baixada - Curitiba - PR,06/02/2019 16:00:00,70,Athletico Paranaense - PR,Fluminense - RJ,Assistente de Árbitro de Vídeo 2,Oberto da Silva Santos,AB,PB
7,Arena da Baixada - Curitiba - PR,06/02/2019 16:00:00,70,Athletico Paranaense - PR,Fluminense - RJ,Observador de VAR,Roberto Perassi,CBF,SP
7,Arena Castelão - Fortaleza - CE,06/02/2019 16:00:00,63,Ceará - CE,Santos - SP,Árbitro,Ricardo Marques Ribeiro,FIFA,MG
7,Arena Castelão - Fortaleza - CE,06/02/2019 16:00:00,63,Ceará - CE,Santos - SP,Árbitro Assistente 1,Felipe Alan Costa de Oliveira,AB,MG
7,Arena Castelão - Fortaleza - CE,06/02/2019 16:00:00,63,Ceará - CE,Santos - SP,Árbitro Assistente 2,Ricardo Junio de Souza,AB,MG
7,Arena Castelão - Fortaleza - CE,06/02/2019 16:00:00,63,Ceará - CE,Santos - SP,Quarto Árbitro,Luiz César de Oliveira Magalhães,AB,CE
7,Arena Castelão - Fortaleza - CE,06/02/2019 16:00:00,63,Ceará - CE,Santos - SP,Delegado Local,Paulo Cesar de Souza Uchoa,CBF,CE
7,Arena Castelão - Fortaleza - CE,06/02/2019 16:00:00,63,Ceará - CE,Santos - SP,Analista de Campo,Paulo Silvio dos Santos,CBF,CE
7,Arena Castelão - Fortaleza - CE,06/02/2019 16:00:00,63,Ceará - CE,Santos - SP,Árbitro de Vídeo,Emerson de Almeida Ferreira,AB,MG
7,Arena Castelão - Fortaleza - CE,06/02/2019 16:00:00,63,Ceará - CE,Santos - SP,Assistente de Árbitro de Vídeo 1,Grazianni Maciel Rocha,AB,RJ
7,Arena Castelão - Fortaleza - CE,06/02/2019 16:00:00,63,Ceará - CE,Santos - SP,Assistente de Árbitro de Vídeo 2,Guilherme Dias Camilo,FIFA,MG
7,Arena Castelão - Fortaleza - CE,06/02/2019 16:00:00,63,Ceará - CE,Santos - SP,Observador de VAR,Marrubson Melo Freitas,CBF,DF
7,Pacaembu - Sao Paulo - SP,06/02/2019 16:00:00,65,São Paulo - SP,Cruzeiro - MG,Árbitro,Braulio da Silva Machado,FIFA,SC
7,Pacaembu - Sao Paulo - SP,06/02/2019 16:00:00,65,São Paulo - SP,Cruzeiro - MG,Árbitro Assistente 1,Kleber Lucio Gil,FIFA,SC
7,Pacaembu - Sao Paulo - SP,06/02/2019 16:00:00,65,São Paulo - SP,Cruzeiro - MG,Árbitro Assistente 2,Thiaggo Americano Labes,AB,SC
7,Pacaembu - Sao Paulo - SP,06/02/2019 16:00:00,65,São Paulo - SP,Cruzeiro - MG,Quarto Árbitro,Rodrigo Gomes Paes Domingues,CD,SP
7,Pacaembu - Sao Paulo - SP,06/02/2019 16:00:00,65,São Paulo - SP,Cruzeiro - MG,Delegado Local,Domingos Cangiano Filho,AB,SP
7,Pacaembu - Sao Paulo - SP,06/02/2019 16:00:00,65,São Paulo - SP,Cruzeiro - MG,Analista de Campo,Celso Barbosa de Oliveira,CBF,SP
7,Pacaembu - Sao Paulo - SP,06/02/2019 16:00:00,65,São Paulo - SP,Cruzeiro - MG,Árbitro de Vídeo,Heber Roberto Lopes,MTR,SC
7,Pacaembu - Sao Paulo - SP,06/02/2019 16:00:00,65,São Paulo - SP,Cruzeiro - MG,Assistente de Árbitro de Vídeo 1,Gilberto Rodrigues Castro Junior,AB,PE
7,Pacaembu - Sao Paulo - SP,06/02/2019 16:00:00,65,São Paulo - SP,Cruzeiro - MG,Assistente de Árbitro de Vídeo 2,Helton Nunes,AB,SC
7,Pacaembu - Sao Paulo - SP,06/02/2019 16:00:00,65,São Paulo - SP,Cruzeiro - MG,Observador de VAR,Marcio Verri Brandao,CBF,SP
7,Beira-Rio - Porto Alegre - RS,06/02/2019 19:00:00,61,Internacional - RS,Avaí - SC,Árbitro,Rodrigo Nunes de Sa,AB,RJ
7,Beira-Rio - Porto Alegre - RS,06/02/2019 19:00:00,61,Internacional - RS,Avaí - SC,Árbitro Assistente 1,Michael Correia,AB,RJ
7,Beira-Rio - Porto Alegre - RS,06/02/2019 19:00:00,61,Internacional - RS,Avaí - SC,Árbitro Assistente 2,Silbert Faria Sisquim,AB,RJ
7,Beira-Rio - Porto Alegre - RS,06/02/2019 19:00:00,61,Internacional - RS,Avaí - SC,Quarto Árbitro,Douglas Schwengber da Silva,AB,RS
7,Beira-Rio - Porto Alegre - RS,06/02/2019 19:00:00,61,Internacional - RS,Avaí - SC,Analista de Campo,Paulo Ricardo Silva Conceição,CBF,RS
7,Beira-Rio - Porto Alegre - RS,06/02/2019 19:00:00,61,Internacional - RS,Avaí - SC,Árbitro de Vídeo,Marcelo de Lima Henrique,MTR,RJ
7,Beira-Rio - Porto Alegre - RS,06/02/2019 19:00:00,61,Internacional - RS,Avaí - SC,Assistente de Árbitro de Vídeo 1,Joao Batista de Arruda,AB,RJ
7,Beira-Rio - Porto Alegre - RS,06/02/2019 19:00:00,61,Internacional - RS,Avaí - SC,Assistente de Árbitro de Vídeo 2,Luiz Claudio Regazone,AB,RJ
7,Beira-Rio - Porto Alegre - RS,06/02/2019 19:00:00,61,Internacional - RS,Avaí - SC,Observador de VAR,Raimundo Nonato Lopo de Abreu,CBF,DF
7,Arena Condá - Chapeco - SC,06/02/2019 19:00:00,68,Chapecoense - SC,Palmeiras - SP,Árbitro,Rodolpho Toski Marques,FIFA,PR
7,Arena Condá - Chapeco - SC,06/02/2019 19:00:00,68,Chapecoense - SC,Palmeiras - SP,Árbitro Assistente 1,Ivan Carlos Bohn,AB,PR
7,Arena Condá - Chapeco - SC,06/02/2019 19:00:00,68,Chapecoense - SC,Palmeiras - SP,Árbitro Assistente 2,Luciano Roggenbaum,AB,PR
7,Arena Condá - Chapeco - SC,06/02/2019 19:00:00,68,Chapecoense - SC,Palmeiras - SP,Quarto Árbitro,Evandro Tiago Bender,CD,SC
7,Arena Condá - Chapeco - SC,06/02/2019 19:00:00,68,Chapecoense - SC,Palmeiras - SP,Analista de Campo,Claudemir Maffessoni,CBF,SC
7,Arena Condá - Chapeco - SC,06/02/2019 19:00:00,68,Chapecoense - SC,Palmeiras - SP,Árbitro de Vídeo,Igor Junio Benevenuto de Oliveira,AB,MG
7,Arena Condá - Chapeco - SC,06/02/2019 19:00:00,68,Chapecoense - SC,Palmeiras - SP,Assistente de Árbitro de Vídeo 1,Elmo Alves Resende Cunha,MTR,GO
7,Arena Condá - Chapeco - SC,06/02/2019 19:00:00,68,Chapecoense - SC,Palmeiras - SP,Assistente de Árbitro de Vídeo 2,Bruno Boschilia,FIFA,PR
7,Arena Condá - Chapeco - SC,06/02/2019 19:00:00,68,Chapecoense - SC,Palmeiras - SP,Observador de VAR,Nilson de Souza Monção,CBF,BR
7,Independência - Belo Horizonte - MG,06/02/2019 19:00:00,62,Atlético - MG,Csa - AL,Árbitro,Diego Pombo Lopez,AB,BA
7,Independência - Belo Horizonte - MG,06/02/2019 19:00:00,62,Atlético - MG,Csa - AL,Árbitro Assistente 1,Alessandro Alvaro Rocha de Matos,FIFA,BA
7,Independência - Belo Horizonte - MG,06/02/2019 19:00:00,62,Atlético - MG,Csa - AL,Árbitro Assistente 2,Jucimar dos Santos Dias,AB,BA
7,Independência - Belo Horizonte - MG,06/02/2019 19:00:00,62,Atlético - MG,Csa - AL,Quarto Árbitro,Wanderson Alves de Sousa,AB,MG
7,Independência - Belo Horizonte - MG,06/02/2019 19:00:00,62,Atlético - MG,Csa - AL,Analista de Campo,Joel Tolentino da Mata Junior,CBF,MG
7,Independência - Belo Horizonte - MG,06/02/2019 19:00:00,62,Atlético - MG,Csa - AL,Árbitro de Vídeo,Rodrigo Guarizo Ferreira do Amaral,AB,SP
7,Independência - Belo Horizonte - MG,06/02/2019 19:00:00,62,Atlético - MG,Csa - AL,Assistente de Árbitro de Vídeo 1,Douglas Marques das Flores,AB,SP
7,Independência - Belo Horizonte - MG,06/02/2019 19:00:00,62,Atlético - MG,Csa - AL,Assistente de Árbitro de Vídeo 2,Elicarlos Franco de Oliveira,AB,BA
7,Independência - Belo Horizonte - MG,06/02/2019 19:00:00,62,Atlético - MG,Csa - AL,Observador de VAR,Ednilson Corona,CBF,SP
7,Arena Corinthians - Sao Paulo - SP,08/07/2019 19:15:00,64,Corinthians - SP,Goiás - GO,Árbitro,Bruno Arleu de Araujo,AB,RJ
7,Arena Corinthians - Sao Paulo - SP,08/07/2019 19:15:00,64,Corinthians - SP,Goiás - GO,Árbitro Assistente 1,Luiz Claudio Regazone,AB,RJ
7,Arena Corinthians - Sao Paulo - SP,08/07/2019 19:15:00,64,Corinthians - SP,Goiás - GO,Árbitro Assistente 2,Michael Correia,AB,RJ
7,Arena Corinthians - Sao Paulo - SP,08/07/2019 19:15:00,64,Corinthians - SP,Goiás - GO,Quarto Árbitro,Thiago Luis Scarascati,CD,SP
7,Arena Corinthians - Sao Paulo - SP,08/07/2019 19:15:00,64,Corinthians - SP,Goiás - GO,Analista de Campo,Jose Henrique de Carvalho,CBF,SP
7,Arena Corinthians - Sao Paulo - SP,08/07/2019 19:15:00,64,Corinthians - SP,Goiás - GO,Árbitro de Vídeo,Rodrigo Carvalhaes de Miranda,AB,RJ
7,Arena Corinthians - Sao Paulo - SP,08/07/2019 19:15:00,64,Corinthians - SP,Goiás - GO,Assistente de Árbitro de Vídeo 1,Alexandre Vargas Tavares de Jesus,AB,RJ
7,Arena Corinthians - Sao Paulo - SP,08/07/2019 19:15:00,64,Corinthians - SP,Goiás - GO,Assistente de Árbitro de Vídeo 2,Diogo Carvalho Silva,AB,RJ
7,Arena Corinthians - Sao Paulo - SP,08/07/2019 19:15:00,64,Corinthians - SP,Goiás - GO,Observador de VAR,Manoel Serapiao Filho,CBF,BA
8,São Januário - Rio de Janeiro - RJ,06/07/2019 20:30:00,76,Vasco da Gama - RJ,Internacional - RS,Árbitro,Heber Roberto Lopes,MTR,SC
8,São Januário - Rio de Janeiro - RJ,06/07/2019 20:30:00,76,Vasco da Gama - RJ,Internacional - RS,Árbitro Assistente 1,Alex dos Santos,AB,SC
8,São Januário - Rio de Janeiro - RJ,06/07/2019 20:30:00,76,Vasco da Gama - RJ,Internacional - RS,Árbitro Assistente 2,Éder Alexandre,AB,SC
8,São Januário - Rio de Janeiro - RJ,06/07/2019 20:30:00,76,Vasco da Gama - RJ,Internacional - RS,Quarto Árbitro,Joao Batista de Arruda,AB,RJ
8,São Januário - Rio de Janeiro - RJ,06/07/2019 20:30:00,76,Vasco da Gama - RJ,Internacional - RS,Árbitro de Vídeo,Andre Luiz de Freitas Castro,MTR,GO
8,São Januário - Rio de Janeiro - RJ,06/07/2019 20:30:00,76,Vasco da Gama - RJ,Internacional - RS,Assistente de Árbitro de Vídeo 1,Elmo Alves Resende Cunha,MTR,GO
8,São Januário - Rio de Janeiro - RJ,06/07/2019 20:30:00,76,Vasco da Gama - RJ,Internacional - RS,Assistente de Árbitro de Vídeo 2,Leone Carvalho Rocha,AB,GO
8,São Januário - Rio de Janeiro - RJ,06/07/2019 20:30:00,76,Vasco da Gama - RJ,Internacional - RS,Observador de VAR,Ricardo Mauricio Ferreira de Almeida,CBF,BR
8,Allianz Parque - Sao Paulo - SP,06/08/2019 16:30:00,74,Palmeiras - SP,Athletico Paranaense - PR,Árbitro,Rodrigo Dalonso Ferreira,AB,SC
8,Allianz Parque - Sao Paulo - SP,06/08/2019 16:30:00,74,Palmeiras - SP,Athletico Paranaense - PR,Árbitro Assistente 1,Helton Nunes,AB,SC
8,Allianz Parque - Sao Paulo - SP,06/08/2019 16:30:00,74,Palmeiras - SP,Athletico Paranaense - PR,Árbitro Assistente 2,Thiaggo Americano Labes,AB,SC
8,Allianz Parque - Sao Paulo - SP,06/08/2019 16:30:00,74,Palmeiras - SP,Athletico Paranaense - PR,Quarto Árbitro,Thiago Luis Scarascati,CD,SP
8,Allianz Parque - Sao Paulo - SP,06/08/2019 16:30:00,74,Palmeiras - SP,Athletico Paranaense - PR,Analista de Campo,Marcelo Rogério,CBF,SP
8,Allianz Parque - Sao Paulo - SP,06/08/2019 16:30:00,74,Palmeiras - SP,Athletico Paranaense - PR,Árbitro de Vídeo,Rodrigo Nunes de Sa,AB,RJ
8,Allianz Parque - Sao Paulo - SP,06/08/2019 16:30:00,74,Palmeiras - SP,Athletico Paranaense - PR,Assistente de Árbitro de Vídeo 1,Christiano Gayo Nascimento,AB,DF
8,Allianz Parque - Sao Paulo - SP,06/08/2019 16:30:00,74,Palmeiras - SP,Athletico Paranaense - PR,Assistente de Árbitro de Vídeo 2,Carlos Berkenbrock,MTR,SC
8,Allianz Parque - Sao Paulo - SP,06/08/2019 16:30:00,74,Palmeiras - SP,Athletico Paranaense - PR,Observador de VAR,Giulliano Bozzano,CBF,MG
8,Centenário - Caxias do Sul - RS,06/08/2019 19:00:00,71,Grêmio - RS,Fortaleza - CE,Árbitro,Savio Pereira Sampaio,AB,DF
8,Centenário - Caxias do Sul - RS,06/08/2019 19:00:00,71,Grêmio - RS,Fortaleza - CE,Árbitro Assistente 1,Bruno Boschilia,FIFA,PR
8,Centenário - Caxias do Sul - RS,06/08/2019 19:00:00,71,Grêmio - RS,Fortaleza - CE,Árbitro Assistente 2,Jose Reinaldo Nascimento Junior,AB,DF
8,Centenário - Caxias do Sul - RS,06/08/2019 19:00:00,71,Grêmio - RS,Fortaleza - CE,Quarto Árbitro,Douglas Schwengber da Silva,AB,RS
8,Centenário - Caxias do Sul - RS,06/08/2019 19:00:00,71,Grêmio - RS,Fortaleza - CE,Analista de Campo,Jose Antônio Chaves Franco Filho,CBF,RS
8,Centenário - Caxias do Sul - RS,06/08/2019 19:00:00,71,Grêmio - RS,Fortaleza - CE,Árbitro de Vídeo,Jose Claudio Rocha Filho,AB,SP
8,Centenário - Caxias do Sul - RS,06/08/2019 19:00:00,71,Grêmio - RS,Fortaleza - CE,Assistente de Árbitro de Vídeo 1,Salim Fende Chavez,AB,SP
8,Centenário - Caxias do Sul - RS,06/08/2019 19:00:00,71,Grêmio - RS,Fortaleza - CE,Assistente de Árbitro de Vídeo 2,Herman Brumel Vani,AB,SP
8,Centenário - Caxias do Sul - RS,06/08/2019 19:00:00,71,Grêmio - RS,Fortaleza - CE,Observador de VAR,Nilson de Souza Monção,CBF,BR
8,Mineirão - Belo Horizonte - MG,06/08/2019 19:00:00,72,Cruzeiro - MG,Corinthians - SP,Árbitro,Marcelo de Lima Henrique,MTR,RJ
8,Mineirão - Belo Horizonte - MG,06/08/2019 19:00:00,72,Cruzeiro - MG,Corinthians - SP,Árbitro Assistente 1,Silbert Faria Sisquim,AB,RJ
8,Mineirão - Belo Horizonte - MG,06/08/2019 19:00:00,72,Cruzeiro - MG,Corinthians - SP,Árbitro Assistente 2,Carlos Henrique Alves de Lima Filho,AB,RJ
8,Mineirão - Belo Horizonte - MG,06/08/2019 19:00:00,72,Cruzeiro - MG,Corinthians - SP,Quarto Árbitro,Jerferson Antônio da Costa,CD,MG
8,Mineirão - Belo Horizonte - MG,06/08/2019 19:00:00,72,Cruzeiro - MG,Corinthians - SP,Analista de Campo,Rogerio Pereira da Costa,CBF,MG
8,Mineirão - Belo Horizonte - MG,06/08/2019 19:00:00,72,Cruzeiro - MG,Corinthians - SP,Árbitro de Vídeo,Rodrigo Carvalhaes de Miranda,AB,RJ
8,Mineirão - Belo Horizonte - MG,06/08/2019 19:00:00,72,Cruzeiro - MG,Corinthians - SP,Assistente de Árbitro de Vídeo 1,Grazianni Maciel Rocha,AB,RJ
8,Mineirão - Belo Horizonte - MG,06/08/2019 19:00:00,72,Cruzeiro - MG,Corinthians - SP,Assistente de Árbitro de Vídeo 2,Carlos Henrique Cardoso de Souza,AB,RJ
8,Mineirão - Belo Horizonte - MG,06/08/2019 19:00:00,72,Cruzeiro - MG,Corinthians - SP,Observador de VAR,Emerson Luiz Sobral,CBF,PE
8,Arena Castelão - Fortaleza - CE,06/08/2019 19:30:00,73,Ceará - CE,Bahia - BA,Árbitro,Thiago Duarte Peixoto,AB,SP
8,Arena Castelão - Fortaleza - CE,06/08/2019 19:30:00,73,Ceará - CE,Bahia - BA,Árbitro Assistente 1,Emerson Augusto de Carvalho,FIFA,SP
8,Arena Castelão - Fortaleza - CE,06/08/2019 19:30:00,73,Ceará - CE,Bahia - BA,Árbitro Assistente 2,Bruno Salgado Rizo,AB,SP
8,Arena Castelão - Fortaleza - CE,06/08/2019 19:30:00,73,Ceará - CE,Bahia - BA,Quarto Árbitro,Leo Simão Holanda,AB,CE
8,Arena Castelão - Fortaleza - CE,06/08/2019 19:30:00,73,Ceará - CE,Bahia - BA,Delegado Local,Antonio Alber de Brito Vieira,CBF,CE
8,Arena Castelão - Fortaleza - CE,06/08/2019 19:30:00,73,Ceará - CE,Bahia - BA,Analista de Campo,Francisco de Assis Almeida Filho,CBF,CE
8,Arena Castelão - Fortaleza - CE,06/08/2019 19:30:00,73,Ceará - CE,Bahia - BA,Árbitro de Vídeo,Rodrigo Guarizo Ferreira do Amaral,AB,SP
8,Arena Castelão - Fortaleza - CE,06/08/2019 19:30:00,73,Ceará - CE,Bahia - BA,Assistente de Árbitro de Vídeo 1,Marcio Henrique de Gois,CD,SP
8,Arena Castelão - Fortaleza - CE,06/08/2019 19:30:00,73,Ceará - CE,Bahia - BA,Assistente de Árbitro de Vídeo 2,Evandro de Melo Lima,AB,SP
8,Arena Castelão - Fortaleza - CE,06/08/2019 19:30:00,73,Ceará - CE,Bahia - BA,Observador de VAR,Hilton Moutinho Rodrigues,CBF,BR
8,Ressacada - Florianopolis - SC,06/08/2019 21:00:00,78,Avaí - SC,São Paulo - SP,Árbitro,Caio Max Augusto Vieira,AB,RN
8,Ressacada - Florianopolis - SC,06/08/2019 21:00:00,78,Avaí - SC,São Paulo - SP,Árbitro Assistente 1,Alessandro Alvaro Rocha de Matos,FIFA,BA
8,Ressacada - Florianopolis - SC,06/08/2019 21:00:00,78,Avaí - SC,São Paulo - SP,Árbitro Assistente 2,Jean Marcio dos Santos,AB,RN
8,Ressacada - Florianopolis - SC,06/08/2019 21:00:00,78,Avaí - SC,São Paulo - SP,Quarto Árbitro,Edson da Silva,CD,SC
8,Ressacada - Florianopolis - SC,06/08/2019 21:00:00,78,Avaí - SC,São Paulo - SP,Analista de Campo,Cantucho João Setúbal,CBF,SC
8,Ressacada - Florianopolis - SC,06/08/2019 21:00:00,78,Avaí - SC,São Paulo - SP,Árbitro de Vídeo,Pathrice Wallace Corrêa Maia,AB,RJ
8,Ressacada - Florianopolis - SC,06/08/2019 21:00:00,78,Avaí - SC,São Paulo - SP,Assistente de Árbitro de Vídeo 1,Pablo Ramon Goncalves Pinheiro,AB,RN
8,Ressacada - Florianopolis - SC,06/08/2019 21:00:00,78,Avaí - SC,São Paulo - SP,Assistente de Árbitro de Vídeo 2,Flavio Gomes Barroca,AB,RN
8,Ressacada - Florianopolis - SC,06/08/2019 21:00:00,78,Avaí - SC,São Paulo - SP,Observador de VAR,Antonio Pereira da Silva,CBF,GO
8,Vila Belmiro - Santos - SP,06/09/2019 19:00:00,75,Santos - SP,Atlético - MG,Árbitro,Dewson Fernando Freitas da Silva,FIFA,PA
8,Vila Belmiro - Santos - SP,06/09/2019 19:00:00,75,Santos - SP,Atlético - MG,Árbitro Assistente 1,Eduardo Goncalves da Cruz,MTR,MS
8,Vila Belmiro - Santos - SP,06/09/2019 19:00:00,75,Santos - SP,Atlético - MG,Árbitro Assistente 2,Helcio Araujo Neves,AB,PA
8,Vila Belmiro - Santos - SP,06/09/2019 19:00:00,75,Santos - SP,Atlético - MG,Quarto Árbitro,Rodrigo Gomes Paes Domingues,CD,SP
8,Vila Belmiro - Santos - SP,06/09/2019 19:00:00,75,Santos - SP,Atlético - MG,Delegado Local,Agnaldo Vieira,CBF,SP
8,Vila Belmiro - Santos - SP,06/09/2019 19:00:00,75,Santos - SP,Atlético - MG,Analista de Campo,Philippe Lombard,CBF,SP
8,Vila Belmiro - Santos - SP,06/09/2019 19:00:00,75,Santos - SP,Atlético - MG,Árbitro de Vídeo,Rafael Traci,AB,SC
8,Vila Belmiro - Santos - SP,06/09/2019 19:00:00,75,Santos - SP,Atlético - MG,Assistente de Árbitro de Vídeo 1,William Machado Steffen,AB,SC
8,Vila Belmiro - Santos - SP,06/09/2019 19:00:00,75,Santos - SP,Atlético - MG,Assistente de Árbitro de Vídeo 2,Oberto da Silva Santos,AB,PB
8,Vila Belmiro - Santos - SP,06/09/2019 19:00:00,75,Santos - SP,Atlético - MG,Observador de VAR,Sergio Cristiano Nascimento,CBF,BR
8,Maracanã - Rio de Janeiro - RJ,06/09/2019 19:00:00,77,Fluminense - RJ,Flamengo - RJ,Árbitro,Wagner do Nascimento Magalhaes,FIFA,RJ
8,Maracanã - Rio de Janeiro - RJ,06/09/2019 19:00:00,77,Fluminense - RJ,Flamengo - RJ,Árbitro Assistente 1,Michael Correia,AB,RJ
8,Maracanã - Rio de Janeiro - RJ,06/09/2019 19:00:00,77,Fluminense - RJ,Flamengo - RJ,Árbitro Assistente 2,Daniel do Espirito Santo Parro,AB,RJ
8,Maracanã - Rio de Janeiro - RJ,06/09/2019 19:00:00,77,Fluminense - RJ,Flamengo - RJ,Quarto Árbitro,João Ennio Sobral,CD,RJ
8,Maracanã - Rio de Janeiro - RJ,06/09/2019 19:00:00,77,Fluminense - RJ,Flamengo - RJ,Analista de Campo,Jose Carlos Santiago Andrade,CBF,RJ
8,Maracanã - Rio de Janeiro - RJ,06/09/2019 19:00:00,77,Fluminense - RJ,Flamengo - RJ,Árbitro de Vídeo,Bruno Arleu de Araujo,AB,RJ
8,Maracanã - Rio de Janeiro - RJ,06/09/2019 19:00:00,77,Fluminense - RJ,Flamengo - RJ,Assistente de Árbitro de Vídeo 1,Carlos Eduardo Nunes Braga,AB,RJ
8,Maracanã - Rio de Janeiro - RJ,06/09/2019 19:00:00,77,Fluminense - RJ,Flamengo - RJ,Assistente de Árbitro de Vídeo 2,Diogo Carvalho Silva,AB,RJ
8,Maracanã - Rio de Janeiro - RJ,06/09/2019 19:00:00,77,Fluminense - RJ,Flamengo - RJ,Observador de VAR,Cláudio Vinícius Cerdeira,CBF,BR
8,Rei Pelé - Maceio - AL,06/09/2019 19:00:00,80,Csa - AL,Botafogo - RJ,Árbitro,Jean Pierre Goncalves Lima,AB,RS
