Rodada,JogoLocal,JogoData,JogoNumero,JogoTimeA,JogoTimeB,Funcao,Nome,Categoria,Federacao
20,Serra Dourada - Goiania - GO,09/22/2019 19:00:00,199,Goiás - GO,Fluminense - RJ,Assistente de Árbitro de Vídeo 1,William Machado Steffen,AB,SC
20,Serra Dourada - Goiania - GO,09/22/2019 19:00:00,199,Goiás - GO,Fluminense - RJ,Assistente de Árbitro de Vídeo 2,Alex dos Santos,AB,SC
20,Serra Dourada - Goiania - GO,09/22/2019 19:00:00,199,Goiás - GO,Fluminense - RJ,Observador de VAR,Ana Paula da Silva Oliveira,CBF,BR
20,Ressacada - Florianopolis - SC,09/23/2019 20:00:00,198,Avaí - SC,Atlético - MG,Árbitro,Caio Max Augusto Vieira,AB,RN
20,Ressacada - Florianopolis - SC,09/23/2019 20:00:00,198,Avaí - SC,Atlético - MG,Árbitro Assistente 1,Fabricio Vilarinho da Silva,FIFA,GO
20,Ressacada - Florianopolis - SC,09/23/2019 20:00:00,198,Avaí - SC,Atlético - MG,Árbitro Assistente 2,Jean Marcio dos Santos,AB,RN
20,Ressacada - Florianopolis - SC,09/23/2019 20:00:00,198,Avaí - SC,Atlético - MG,Quarto Árbitro,Fernando Henrique de Medeiros Miranda,CD,SC
20,Ressacada - Florianopolis - SC,09/23/2019 20:00:00,198,Avaí - SC,Atlético - MG,Analista de Campo,Cleidy Mary dos Santos Nunes Ribeiro,CBF,SC
20,Ressacada - Florianopolis - SC,09/23/2019 20:00:00,198,Avaí - SC,Atlético - MG,Árbitro de Vídeo,Pablo Ramon Goncalves Pinheiro,AB,RN
20,Ressacada - Florianopolis - SC,09/23/2019 20:00:00,198,Avaí - SC,Atlético - MG,Assistente de Árbitro de Vídeo 1,Rodrigo Nunes de Sa,AB,RJ
20,Ressacada - Florianopolis - SC,09/23/2019 20:00:00,198,Avaí - SC,Atlético - MG,Assistente de Árbitro de Vídeo 2,Flavio Gomes Barroca,AB,RN
20,Ressacada - Florianopolis - SC,09/23/2019 20:00:00,198,Avaí - SC,Atlético - MG,Observador de VAR,Giulliano Bozzano,CBF,MG
21,Arena Castelão - Fortaleza - CE,09/25/2019 19:30:00,203,Ceará - CE,Cruzeiro - MG,Árbitro,Braulio da Silva Machado,FIFA,SC
21,Arena Castelão - Fortaleza - CE,09/25/2019 19:30:00,203,Ceará - CE,Cruzeiro - MG,Árbitro Assistente 1,Helton Nunes,AB,SC
21,Arena Castelão - Fortaleza - CE,09/25/2019 19:30:00,203,Ceará - CE,Cruzeiro - MG,Árbitro Assistente 2,Éder Alexandre,AB,SC
21,Arena Castelão - Fortaleza - CE,09/25/2019 19:30:00,203,Ceará - CE,Cruzeiro - MG,Quarto Árbitro,Luiz César de Oliveira Magalhães,AB,CE
21,Arena Castelão - Fortaleza - CE,09/25/2019 19:30:00,203,Ceará - CE,Cruzeiro - MG,Delegado Local,Fabiano Teixeira de Souza,,CE
21,Arena Castelão - Fortaleza - CE,09/25/2019 19:30:00,203,Ceará - CE,Cruzeiro - MG,Analista de Campo,Francisco de Assis Almeida Filho,CBF,CE
21,Arena Castelão - Fortaleza - CE,09/25/2019 19:30:00,203,Ceará - CE,Cruzeiro - MG,Árbitro de Vídeo,Rafael Traci,AB,SC
21,Arena Castelão - Fortaleza - CE,09/25/2019 19:30:00,203,Ceará - CE,Cruzeiro - MG,Assistente de Árbitro de Vídeo 1,William Machado Steffen,AB,SC
21,Arena Castelão - Fortaleza - CE,09/25/2019 19:30:00,203,Ceará - CE,Cruzeiro - MG,Assistente de Árbitro de Vídeo 2,Fabiano da Silva Ramires,AB,ES
21,Arena Castelão - Fortaleza - CE,09/25/2019 19:30:00,203,Ceará - CE,Cruzeiro - MG,Observador de VAR,Raimundo Nonato Lopo de Abreu,CBF,DF
21,Arena Fonte Nova - Salvador - BA,09/25/2019 21:30:00,209,Bahia - BA,Botafogo - RJ,Árbitro,Flavio Rodrigues de Souza,AB,SP
21,Arena Fonte Nova - Salvador - BA,09/25/2019 21:30:00,209,Bahia - BA,Botafogo - RJ,Árbitro Assistente 1,Emerson Augusto de Carvalho,FIFA,SP
21,Arena Fonte Nova - Salvador - BA,09/25/2019 21:30:00,209,Bahia - BA,Botafogo - RJ,Árbitro Assistente 2,Neuza Ines Back,FIFA,SP
21,Arena Fonte Nova - Salvador - BA,09/25/2019 21:30:00,209,Bahia - BA,Botafogo - RJ,Quarto Árbitro,Emerson Ricardo de Almeida Andrade,AB,BA
21,Arena Fonte Nova - Salvador - BA,09/25/2019 21:30:00,209,Bahia - BA,Botafogo - RJ,Analista de Campo,Vidal Cordeiro Lopes,CBF,BA
21,Arena Fonte Nova - Salvador - BA,09/25/2019 21:30:00,209,Bahia - BA,Botafogo - RJ,Árbitro de Vídeo,Thiago Duarte Peixoto,AB,SP
21,Arena Fonte Nova - Salvador - BA,09/25/2019 21:30:00,209,Bahia - BA,Botafogo - RJ,Assistente de Árbitro de Vídeo 1,Marcio Henrique de Gois,CD,SP
21,Arena Fonte Nova - Salvador - BA,09/25/2019 21:30:00,209,Bahia - BA,Botafogo - RJ,Assistente de Árbitro de Vídeo 2,Evandro de Melo Lima,AB,SP
21,Arena Fonte Nova - Salvador - BA,09/25/2019 21:30:00,209,Bahia - BA,Botafogo - RJ,Observador de VAR,Manoel Serapiao Filho,CBF,BA
21,Morumbi - Sao Paulo - SP,09/25/2019 21:30:00,205,São Paulo - SP,Goiás - GO,Árbitro,Bruno Arleu de Araujo,AB,RJ
21,Morumbi - Sao Paulo - SP,09/25/2019 21:30:00,205,São Paulo - SP,Goiás - GO,Árbitro Assistente 1,Luiz Claudio Regazone,AB,RJ
21,Morumbi - Sao Paulo - SP,09/25/2019 21:30:00,205,São Paulo - SP,Goiás - GO,Árbitro Assistente 2,Thiago Henrique Neto Correa Farinha,AB,RJ
21,Morumbi - Sao Paulo - SP,09/25/2019 21:30:00,205,São Paulo - SP,Goiás - GO,Quarto Árbitro,Thiago Luis Scarascati,CD,SP
21,Morumbi - Sao Paulo - SP,09/25/2019 21:30:00,205,São Paulo - SP,Goiás - GO,Delegado Local,Alessio Gamberini Junior,,SP
21,Morumbi - Sao Paulo - SP,09/25/2019 21:30:00,205,São Paulo - SP,Goiás - GO,Analista de Campo,Marcio Verri Brandao,CBF,SP
21,Morumbi - Sao Paulo - SP,09/25/2019 21:30:00,205,São Paulo - SP,Goiás - GO,Árbitro de Vídeo,Carlos Eduardo Nunes Braga,AB,RJ
21,Morumbi - Sao Paulo - SP,09/25/2019 21:30:00,205,São Paulo - SP,Goiás - GO,Assistente de Árbitro de Vídeo 1,Pathrice Wallace Corrêa Maia,AB,RJ
21,Morumbi - Sao Paulo - SP,09/25/2019 21:30:00,205,São Paulo - SP,Goiás - GO,Assistente de Árbitro de Vídeo 2,Diogo Carvalho Silva,AB,RJ
21,Morumbi - Sao Paulo - SP,09/25/2019 21:30:00,205,São Paulo - SP,Goiás - GO,Observador de VAR,Jose Antônio Chaves Franco Filho,CBF,RS
21,Maracanã - Rio de Janeiro - RJ,09/25/2019 21:30:00,206,Flamengo - RJ,Internacional - RS,Árbitro,Luiz Flavio de Oliveira,FIFA,SP
21,Maracanã - Rio de Janeiro - RJ,09/25/2019 21:30:00,206,Flamengo - RJ,Internacional - RS,Árbitro Assistente 1,Danilo Ricardo Simon Manis,FIFA,SP
21,Maracanã - Rio de Janeiro - RJ,09/25/2019 21:30:00,206,Flamengo - RJ,Internacional - RS,Árbitro Assistente 2,Miguel Cataneo Ribeiro da Costa,AB,SP
21,Maracanã - Rio de Janeiro - RJ,09/25/2019 21:30:00,206,Flamengo - RJ,Internacional - RS,Quarto Árbitro,Grazianni Maciel Rocha,AB,RJ
21,Maracanã - Rio de Janeiro - RJ,09/25/2019 21:30:00,206,Flamengo - RJ,Internacional - RS,Árbitro de Vídeo,Emerson de Almeida Ferreira,AB,MG
21,Maracanã - Rio de Janeiro - RJ,09/25/2019 21:30:00,206,Flamengo - RJ,Internacional - RS,Assistente de Árbitro de Vídeo 1,Lucas Canetto Bellote,AB,SP
21,Maracanã - Rio de Janeiro - RJ,09/25/2019 21:30:00,206,Flamengo - RJ,Internacional - RS,Assistente de Árbitro de Vídeo 2,Anderson José de Moraes Coelho,AB,SP
21,Maracanã - Rio de Janeiro - RJ,09/25/2019 21:30:00,206,Flamengo - RJ,Internacional - RS,Observador de VAR,Cláudio Vinícius Cerdeira,CBF,BR
21,Pacaembu - Sao Paulo - SP,09/26/2019 19:15:00,204,Palmeiras - SP,Csa - AL,Árbitro,Diego Pombo Lopez,AB,BA
21,Pacaembu - Sao Paulo - SP,09/26/2019 19:15:00,204,Palmeiras - SP,Csa - AL,Árbitro Assistente 1,Alessandro Alvaro Rocha de Matos,FIFA,BA
21,Pacaembu - Sao Paulo - SP,09/26/2019 19:15:00,204,Palmeiras - SP,Csa - AL,Árbitro Assistente 2,Bruno Raphael Pires,FIFA,GO
21,Pacaembu - Sao Paulo - SP,09/26/2019 19:15:00,204,Palmeiras - SP,Csa - AL,Quarto Árbitro,Salim Fende Chavez,AB,SP
21,Pacaembu - Sao Paulo - SP,09/26/2019 19:15:00,204,Palmeiras - SP,Csa - AL,Delegado Local,Jailson Cardoso de Oliveira,AB,SP
21,Pacaembu - Sao Paulo - SP,09/26/2019 19:15:00,204,Palmeiras - SP,Csa - AL,Árbitro de Vídeo,Caio Max Augusto Vieira,AB,RN
21,Pacaembu - Sao Paulo - SP,09/26/2019 19:15:00,204,Palmeiras - SP,Csa - AL,Assistente de Árbitro de Vídeo 1,Pablo Ramon Goncalves Pinheiro,AB,RN
21,Pacaembu - Sao Paulo - SP,09/26/2019 19:15:00,204,Palmeiras - SP,Csa - AL,Assistente de Árbitro de Vídeo 2,Flavio Gomes Barroca,AB,RN
21,Pacaembu - Sao Paulo - SP,09/26/2019 19:15:00,204,Palmeiras - SP,Csa - AL,Observador de VAR,Sergio Correa da Silva,CBF,BR
21,Arena do Grêmio - Porto Alegre - RS,09/26/2019 20:00:00,201,Grêmio - RS,Avaí - SC,Árbitro,Rodolpho Toski Marques,FIFA,PR
21,Arena do Grêmio - Porto Alegre - RS,09/26/2019 20:00:00,201,Grêmio - RS,Avaí - SC,Árbitro Assistente 1,Bruno Boschilia,FIFA,PR
21,Arena do Grêmio - Porto Alegre - RS,09/26/2019 20:00:00,201,Grêmio - RS,Avaí - SC,Árbitro Assistente 2,Victor Hugo Imazu dos Santos,AB,PR
21,Arena do Grêmio - Porto Alegre - RS,09/26/2019 20:00:00,201,Grêmio - RS,Avaí - SC,Quarto Árbitro,Anderson da Silveira Farias,CD,RS
21,Arena do Grêmio - Porto Alegre - RS,09/26/2019 20:00:00,201,Grêmio - RS,Avaí - SC,Analista de Campo,Paulo Ricardo Silva Conceição,CBF,RS
21,Arena do Grêmio - Porto Alegre - RS,09/26/2019 20:00:00,201,Grêmio - RS,Avaí - SC,Árbitro de Vídeo,Rodrigo Guarizo Ferreira do Amaral,AB,SP
21,Arena do Grêmio - Porto Alegre - RS,09/26/2019 20:00:00,201,Grêmio - RS,Avaí - SC,Assistente de Árbitro de Vídeo 1,José Mendonça da Silva Junior,AB,PR
21,Arena do Grêmio - Porto Alegre - RS,09/26/2019 20:00:00,201,Grêmio - RS,Avaí - SC,Assistente de Árbitro de Vídeo 2,Ivan Carlos Bohn,AB,PR
21,Arena do Grêmio - Porto Alegre - RS,09/26/2019 20:00:00,201,Grêmio - RS,Avaí - SC,Observador de VAR,Nilson de Souza Monção,CBF,BR
21,Maracanã - Rio de Janeiro - RJ,09/26/2019 20:00:00,207,Fluminense - RJ,Santos - SP,Árbitro,Wilton Pereira Sampaio,FIFA,GO
21,Maracanã - Rio de Janeiro - RJ,09/26/2019 20:00:00,207,Fluminense - RJ,Santos - SP,Árbitro Assistente 1,Fabricio Vilarinho da Silva,FIFA,GO
21,Maracanã - Rio de Janeiro - RJ,09/26/2019 20:00:00,207,Fluminense - RJ,Santos - SP,Árbitro Assistente 2,Guilherme Dias Camilo,FIFA,MG
21,Maracanã - Rio de Janeiro - RJ,09/26/2019 20:00:00,207,Fluminense - RJ,Santos - SP,Quarto Árbitro,Joao Batista de Arruda,AB,RJ
21,Maracanã - Rio de Janeiro - RJ,09/26/2019 20:00:00,207,Fluminense - RJ,Santos - SP,Árbitro de Vídeo,Andre Luiz de Freitas Castro,MTR,GO
21,Maracanã - Rio de Janeiro - RJ,09/26/2019 20:00:00,207,Fluminense - RJ,Santos - SP,Assistente de Árbitro de Vídeo 1,Elmo Alves Resende Cunha,MTR,GO
21,Maracanã - Rio de Janeiro - RJ,09/26/2019 20:00:00,207,Fluminense - RJ,Santos - SP,Assistente de Árbitro de Vídeo 2,Leone Carvalho Rocha,AB,GO
21,Maracanã - Rio de Janeiro - RJ,09/26/2019 20:00:00,207,Fluminense - RJ,Santos - SP,Observador de VAR,Alicio Pena Junior,CBF,BR
21,Arena da Baixada - Curitiba - PR,09/26/2019 21:30:00,210,Athletico Paranaense - PR,Fortaleza - CE,Árbitro,Vinicius Gomes do Amaral,AB,RS
21,Arena da Baixada - Curitiba - PR,09/26/2019 21:30:00,210,Athletico Paranaense - PR,Fortaleza - CE,Árbitro Assistente 1,Lucio Beiersdorf Flor,AB,RS
21,Arena da Baixada - Curitiba - PR,09/26/2019 21:30:00,210,Athletico Paranaense - PR,Fortaleza - CE,Árbitro Assistente 2,Jose Eduardo Calza,AB,RS
21,Arena da Baixada - Curitiba - PR,09/26/2019 21:30:00,210,Athletico Paranaense - PR,Fortaleza - CE,Quarto Árbitro,Leonardo Sígari Zanon,AB,PR
21,Arena da Baixada - Curitiba - PR,09/26/2019 21:30:00,210,Athletico Paranaense - PR,Fortaleza - CE,Árbitro de Vídeo,Jean Pierre Goncalves Lima,AB,RS
21,Arena da Baixada - Curitiba - PR,09/26/2019 21:30:00,210,Athletico Paranaense - PR,Fortaleza - CE,Assistente de Árbitro de Vídeo 1,Marcelo Aparecido Ribeiro de Souza,AB,PB
21,Arena da Baixada - Curitiba - PR,09/26/2019 21:30:00,210,Athletico Paranaense - PR,Fortaleza - CE,Assistente de Árbitro de Vídeo 2,Alex Ang Ribeiro,AB,SP
21,Arena da Baixada - Curitiba - PR,09/26/2019 21:30:00,210,Athletico Paranaense - PR,Fortaleza - CE,Observador de VAR,Jose Alexandre Barbosa Lima,CBF,BR
21,Arena Condá - Chapeco - SC,10/02/2019 19:15:00,208,Chapecoense - SC,Corinthians - SP,Árbitro,Daniel Nobre Bins,AB,RS
21,Arena Condá - Chapeco - SC,10/02/2019 19:15:00,208,Chapecoense - SC,Corinthians - SP,Árbitro Assistente 1,Lucio Beiersdorf Flor,AB,RS
21,Arena Condá - Chapeco - SC,10/02/2019 19:15:00,208,Chapecoense - SC,Corinthians - SP,Árbitro Assistente 2,Andre da Silva Bitencourt,AB,RS
21,Arena Condá - Chapeco - SC,10/02/2019 19:15:00,208,Chapecoense - SC,Corinthians - SP,Quarto Árbitro,Fernando Henrique de Medeiros Miranda,CD,SC
21,Arena Condá - Chapeco - SC,10/02/2019 19:15:00,208,Chapecoense - SC,Corinthians - SP,Analista de Campo,Fernando Lopes,CBF,SC
21,Arena Condá - Chapeco - SC,10/02/2019 19:15:00,208,Chapecoense - SC,Corinthians - SP,Árbitro de Vídeo,Rodrigo Nunes de Sa,AB,RJ
21,Arena Condá - Chapeco - SC,10/02/2019 19:15:00,208,Chapecoense - SC,Corinthians - SP,Assistente de Árbitro de Vídeo 1,Grazianni Maciel Rocha,AB,RJ
21,Arena Condá - Chapeco - SC,10/02/2019 19:15:00,208,Chapecoense - SC,Corinthians - SP,Assistente de Árbitro de Vídeo 2,Michael Stanislau,AB,RS
21,Arena Condá - Chapeco - SC,10/02/2019 19:15:00,208,Chapecoense - SC,Corinthians - SP,Observador de VAR,Jose Antônio Chaves Franco Filho,CBF,RS
21,Independência - Belo Horizonte - MG,10/02/2019 19:15:00,202,Atlético - MG,Vasco da Gama - RJ,Árbitro,Heber Roberto Lopes,MTR,SC
21,Independência - Belo Horizonte - MG,10/02/2019 19:15:00,202,Atlético - MG,Vasco da Gama - RJ,Árbitro Assistente 1,Éder Alexandre,AB,SC
21,Independência - Belo Horizonte - MG,10/02/2019 19:15:00,202,Atlético - MG,Vasco da Gama - RJ,Árbitro Assistente 2,Johnny Barros de Oliveira,AB,SC
21,Independência - Belo Horizonte - MG,10/02/2019 19:15:00,202,Atlético - MG,Vasco da Gama - RJ,Quarto Árbitro,Marco Aurelio Augusto Fazekas Ferreira,AB,MG
21,Independência - Belo Horizonte - MG,10/02/2019 19:15:00,202,Atlético - MG,Vasco da Gama - RJ,Analista de Campo,Joel Tolentino da Mata Junior,CBF,MG
21,Independência - Belo Horizonte - MG,10/02/2019 19:15:00,202,Atlético - MG,Vasco da Gama - RJ,Árbitro de Vídeo,Rodrigo Dalonso Ferreira,AB,SC
21,Independência - Belo Horizonte - MG,10/02/2019 19:15:00,202,Atlético - MG,Vasco da Gama - RJ,Assistente de Árbitro de Vídeo 1,William Machado Steffen,AB,SC
21,Independência - Belo Horizonte - MG,10/02/2019 19:15:00,202,Atlético - MG,Vasco da Gama - RJ,Assistente de Árbitro de Vídeo 2,Daniel Luis Marques,AB,SP
21,Independência - Belo Horizonte - MG,10/02/2019 19:15:00,202,Atlético - MG,Vasco da Gama - RJ,Observador de VAR,Roberto Perassi,CBF,SP
22,Maracanã - Rio de Janeiro - RJ,09/28/2019 19:00:00,216,Flamengo - RJ,São Paulo - SP,Árbitro,Rafael Traci,AB,SC
22,Maracanã - Rio de Janeiro - RJ,09/28/2019 19:00:00,216,Flamengo - RJ,São Paulo - SP,Árbitro Assistente 1,Henrique Neu Ribeiro,AB,SC
22,Maracanã - Rio de Janeiro - RJ,09/28/2019 19:00:00,216,Flamengo - RJ,São Paulo - SP,Árbitro Assistente 2,Alex dos Santos,AB,SC
22,Maracanã - Rio de Janeiro - RJ,09/28/2019 19:00:00,216,Flamengo - RJ,São Paulo - SP,Quarto Árbitro,Rodrigo Carvalhaes de Miranda,AB,RJ
22,Maracanã - Rio de Janeiro - RJ,09/28/2019 19:00:00,216,Flamengo - RJ,São Paulo - SP,Árbitro de Vídeo,Rodolpho Toski Marques,FIFA,PR
22,Maracanã - Rio de Janeiro - RJ,09/28/2019 19:00:00,216,Flamengo - RJ,São Paulo - SP,Assistente de Árbitro de Vídeo 1,Lucas Paulo Torezin,CD,PR
22,Maracanã - Rio de Janeiro - RJ,09/28/2019 19:00:00,216,Flamengo - RJ,São Paulo - SP,Assistente de Árbitro de Vídeo 2,Ivan Carlos Bohn,AB,PR
22,Maracanã - Rio de Janeiro - RJ,09/28/2019 19:00:00,216,Flamengo - RJ,São Paulo - SP,Observador de VAR,Cláudio Vinícius Cerdeira,CBF,BR
22,Arena Corinthians - Sao Paulo - SP,09/29/2019 11:00:00,214,Corinthians - SP,Vasco da Gama - RJ,Árbitro,Ricardo Marques Ribeiro,FIFA,MG
22,Arena Corinthians - Sao Paulo - SP,09/29/2019 11:00:00,214,Corinthians - SP,Vasco da Gama - RJ,Árbitro Assistente 1,Guilherme Dias Camilo,FIFA,MG
22,Arena Corinthians - Sao Paulo - SP,09/29/2019 11:00:00,214,Corinthians - SP,Vasco da Gama - RJ,Árbitro Assistente 2,Ricardo Junio de Souza,AB,MG
22,Arena Corinthians - Sao Paulo - SP,09/29/2019 11:00:00,214,Corinthians - SP,Vasco da Gama - RJ,Quarto Árbitro,Vinicius Furlan,AB,SP
22,Arena Corinthians - Sao Paulo - SP,09/29/2019 11:00:00,214,Corinthians - SP,Vasco da Gama - RJ,Analista de Campo,Jose Henrique de Carvalho,CBF,SP
22,Arena Corinthians - Sao Paulo - SP,09/29/2019 11:00:00,214,Corinthians - SP,Vasco da Gama - RJ,Árbitro de Vídeo,Daniel Nobre Bins,AB,RS
22,Arena Corinthians - Sao Paulo - SP,09/29/2019 11:00:00,214,Corinthians - SP,Vasco da Gama - RJ,Assistente de Árbitro de Vídeo 1,Felipe Fernandes de Lima,AB,MG
22,Arena Corinthians - Sao Paulo - SP,09/29/2019 11:00:00,214,Corinthians - SP,Vasco da Gama - RJ,Assistente de Árbitro de Vídeo 2,Felipe Alan Costa de Oliveira,AB,MG
22,Arena Corinthians - Sao Paulo - SP,09/29/2019 11:00:00,214,Corinthians - SP,Vasco da Gama - RJ,Observador de VAR,Sergio Correa da Silva,CBF,BR
22,Vila Belmiro - Santos - SP,09/29/2019 16:00:00,215,Santos - SP,Csa - AL,Árbitro,Wagner do Nascimento Magalhaes,FIFA,RJ
22,Vila Belmiro - Santos - SP,09/29/2019 16:00:00,215,Santos - SP,Csa - AL,Árbitro Assistente 1,Rodrigo Figueiredo Henrique Correa,FIFA,RJ
22,Vila Belmiro - Santos - SP,09/29/2019 16:00:00,215,Santos - SP,Csa - AL,Árbitro Assistente 2,Carlos Henrique Alves de Lima Filho,AB,RJ
22,Vila Belmiro - Santos - SP,09/29/2019 16:00:00,215,Santos - SP,Csa - AL,Quarto Árbitro,Lucas Canetto Bellote,AB,SP
22,Vila Belmiro - Santos - SP,09/29/2019 16:00:00,215,Santos - SP,Csa - AL,Analista de Campo,Philippe Lombard,CBF,SP
22,Vila Belmiro - Santos - SP,09/29/2019 16:00:00,215,Santos - SP,Csa - AL,Árbitro de Vídeo,Pathrice Wallace Corrêa Maia,AB,RJ
22,Vila Belmiro - Santos - SP,09/29/2019 16:00:00,215,Santos - SP,Csa - AL,Assistente de Árbitro de Vídeo 1,Joao Batista de Arruda,AB,RJ
22,Vila Belmiro - Santos - SP,09/29/2019 16:00:00,215,Santos - SP,Csa - AL,Assistente de Árbitro de Vídeo 2,Silbert Faria Sisquim,AB,RJ
22,Vila Belmiro - Santos - SP,09/29/2019 16:00:00,215,Santos - SP,Csa - AL,Observador de VAR,Gilberto Corrale,CBF,SP
22,Beira-Rio - Porto Alegre - RS,09/29/2019 16:00:00,211,Internacional - RS,Palmeiras - SP,Árbitro,Braulio da Silva Machado,FIFA,SC
22,Beira-Rio - Porto Alegre - RS,09/29/2019 16:00:00,211,Internacional - RS,Palmeiras - SP,Árbitro Assistente 1,Helton Nunes,AB,SC
22,Beira-Rio - Porto Alegre - RS,09/29/2019 16:00:00,211,Internacional - RS,Palmeiras - SP,Árbitro Assistente 2,Thiaggo Americano Labes,AB,SC
22,Beira-Rio - Porto Alegre - RS,09/29/2019 16:00:00,211,Internacional - RS,Palmeiras - SP,Quarto Árbitro,Roger Goulart,CD,RS
22,Beira-Rio - Porto Alegre - RS,09/29/2019 16:00:00,211,Internacional - RS,Palmeiras - SP,Árbitro de Vídeo,Wilton Pereira Sampaio,FIFA,GO
22,Beira-Rio - Porto Alegre - RS,09/29/2019 16:00:00,211,Internacional - RS,Palmeiras - SP,Assistente de Árbitro de Vídeo 1,Ramon Abatti Abel,AB,SC
22,Beira-Rio - Porto Alegre - RS,09/29/2019 16:00:00,211,Internacional - RS,Palmeiras - SP,Assistente de Árbitro de Vídeo 2,Leone Carvalho Rocha,AB,GO
22,Beira-Rio - Porto Alegre - RS,09/29/2019 16:00:00,211,Internacional - RS,Palmeiras - SP,Observador de VAR,Nilson de Souza Monção,CBF,BR
22,Maracanã - Rio de Janeiro - RJ,09/29/2019 16:00:00,217,Fluminense - RJ,Grêmio - RS,Árbitro,Caio Max Augusto Vieira,AB,RN
22,Maracanã - Rio de Janeiro - RJ,09/29/2019 16:00:00,217,Fluminense - RJ,Grêmio - RS,Árbitro Assistente 1,Alessandro Alvaro Rocha de Matos,FIFA,BA
22,Maracanã - Rio de Janeiro - RJ,09/29/2019 16:00:00,217,Fluminense - RJ,Grêmio - RS,Árbitro Assistente 2,Jean Marcio dos Santos,AB,RN
22,Maracanã - Rio de Janeiro - RJ,09/29/2019 16:00:00,217,Fluminense - RJ,Grêmio - RS,Quarto Árbitro,Alexandre Vargas Tavares de Jesus,AB,RJ
22,Maracanã - Rio de Janeiro - RJ,09/29/2019 16:00:00,217,Fluminense - RJ,Grêmio - RS,Analista de Campo,Jose Carlos Santiago Andrade,CBF,RJ
22,Maracanã - Rio de Janeiro - RJ,09/29/2019 16:00:00,217,Fluminense - RJ,Grêmio - RS,Árbitro de Vídeo,Jose Claudio Rocha Filho,AB,SP
22,Maracanã - Rio de Janeiro - RJ,09/29/2019 16:00:00,217,Fluminense - RJ,Grêmio - RS,Assistente de Árbitro de Vídeo 1,Pablo Ramon Goncalves Pinheiro,AB,RN
22,Maracanã - Rio de Janeiro - RJ,09/29/2019 16:00:00,217,Fluminense - RJ,Grêmio - RS,Assistente de Árbitro de Vídeo 2,Celso Luiz da Silva,AB,MG
22,Maracanã - Rio de Janeiro - RJ,09/29/2019 16:00:00,217,Fluminense - RJ,Grêmio - RS,Observador de VAR,Ricardo Mauricio Ferreira de Almeida,CBF,BR
22,Independência - Belo Horizonte - MG,09/29/2019 19:00:00,212,Atlético - MG,Ceará - CE,Árbitro,Paulo Roberto Alves Junior,AB,PR
22,Independência - Belo Horizonte - MG,09/29/2019 19:00:00,212,Atlético - MG,Ceará - CE,Árbitro Assistente 1,Bruno Boschilia,FIFA,PR
22,Independência - Belo Horizonte - MG,09/29/2019 19:00:00,212,Atlético - MG,Ceará - CE,Árbitro Assistente 2,Rafael Trombeta,AB,PR
22,Independência - Belo Horizonte - MG,09/29/2019 19:00:00,212,Atlético - MG,Ceará - CE,Quarto Árbitro,Ronei Candido Alves,AB,MG
22,Independência - Belo Horizonte - MG,09/29/2019 19:00:00,212,Atlético - MG,Ceará - CE,Analista de Campo,Renato Cardoso da Conceição,CBF,MG
22,Independência - Belo Horizonte - MG,09/29/2019 19:00:00,212,Atlético - MG,Ceará - CE,Árbitro de Vídeo,Carlos Eduardo Nunes Braga,AB,RJ
22,Independência - Belo Horizonte - MG,09/29/2019 19:00:00,212,Atlético - MG,Ceará - CE,Assistente de Árbitro de Vídeo 1,Rafael Gomes Felix da Silva,CD,SP
22,Independência - Belo Horizonte - MG,09/29/2019 19:00:00,212,Atlético - MG,Ceará - CE,Assistente de Árbitro de Vídeo 2,Bruno Salgado Rizo,AB,SP
22,Independência - Belo Horizonte - MG,09/29/2019 19:00:00,212,Atlético - MG,Ceará - CE,Observador de VAR,Alicio Pena Junior,CBF,BR
22,Arena da Baixada - Curitiba - PR,09/29/2019 19:00:00,220,Athletico Paranaense - PR,Chapecoense - SC,Árbitro,Thiago Duarte Peixoto,AB,SP
22,Arena da Baixada - Curitiba - PR,09/29/2019 19:00:00,220,Athletico Paranaense - PR,Chapecoense - SC,Árbitro Assistente 1,Marcelo Carvalho Van Gasse,FIFA,SP
22,Arena da Baixada - Curitiba - PR,09/29/2019 19:00:00,220,Athletico Paranaense - PR,Chapecoense - SC,Árbitro Assistente 2,Daniel Paulo Ziolli,AB,SP
22,Arena da Baixada - Curitiba - PR,09/29/2019 19:00:00,220,Athletico Paranaense - PR,Chapecoense - SC,Quarto Árbitro,Leonardo Ferreira Lima,AB,PR
22,Arena da Baixada - Curitiba - PR,09/29/2019 19:00:00,220,Athletico Paranaense - PR,Chapecoense - SC,Analista de Campo,Joao Candido Hartmann,CBF,PR
22,Arena da Baixada - Curitiba - PR,09/29/2019 19:00:00,220,Athletico Paranaense - PR,Chapecoense - SC,Árbitro de Vídeo,Flavio Rodrigues de Souza,AB,SP
22,Arena da Baixada - Curitiba - PR,09/29/2019 19:00:00,220,Athletico Paranaense - PR,Chapecoense - SC,Assistente de Árbitro de Vídeo 1,Thiago Luis Scarascati,CD,SP
22,Arena da Baixada - Curitiba - PR,09/29/2019 19:00:00,220,Athletico Paranaense - PR,Chapecoense - SC,Assistente de Árbitro de Vídeo 2,Herman Brumel Vani,AB,SP
